,pdays,emp.var.rate,euribor3m,nr.employed,previous,poutcome_nonexistent,poutcome_success,contact_telephone,y,y_pred
6225,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
27970,999.0,-1.8,1.51,5099.1,0.0,1.0,0.0,0.0,1.0,
21474,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
27343,999.0,-0.1,4.021,5195.8,0.0,1.0,0.0,0.0,0.0,
19206,999.0,1.4,4.967,5228.1,0.0,1.0,0.0,0.0,0.0,
16638,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,1.0,0.0,
1286,999.0,1.1,4.855,5191.0,0.0,1.0,0.0,1.0,0.0,False
31239,999.0,-1.8,1.334,5099.1,0.0,1.0,0.0,0.0,0.0,
2176,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
38203,999.0,-3.4,0.74,5017.5,0.0,1.0,0.0,0.0,0.0,
1084,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
10365,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,1.0,0.0,False
11788,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,False
33006,999.0,-1.8,1.2990000000000002,5099.1,1.0,0.0,0.0,0.0,0.0,
2069,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
5614,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
69,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
2266,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
1847,999.0,1.1,4.855,5191.0,0.0,1.0,0.0,1.0,0.0,False
19834,999.0,1.4,4.966,5228.1,0.0,1.0,0.0,0.0,0.0,
24472,999.0,-0.1,4.191,5195.8,0.0,1.0,0.0,0.0,0.0,
25053,4.0,-0.1,4.1530000000000005,5195.8,1.0,0.0,1.0,0.0,0.0,
7722,999.0,1.1,4.864,5191.0,0.0,1.0,0.0,1.0,0.0,False
24102,999.0,-0.1,4.2860000000000005,5195.8,1.0,0.0,0.0,1.0,1.0,
36466,999.0,-2.9,1.26,5076.2,0.0,1.0,0.0,1.0,0.0,
24779,999.0,-0.1,4.1530000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
2491,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
26278,999.0,-0.1,4.0760000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
1414,999.0,1.1,4.855,5191.0,0.0,1.0,0.0,1.0,0.0,False
2234,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
32718,999.0,-1.8,1.2990000000000002,5099.1,1.0,0.0,0.0,0.0,0.0,
40033,999.0,-1.7,0.7929999999999999,4991.6,0.0,1.0,0.0,0.0,1.0,
11289,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,False
698,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
11457,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,False
22693,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
33277,999.0,-1.8,1.291,5099.1,0.0,1.0,0.0,0.0,0.0,
35087,999.0,-1.8,1.25,5099.1,0.0,1.0,0.0,0.0,0.0,
8996,999.0,1.4,4.8660000000000005,5228.1,0.0,1.0,0.0,1.0,0.0,False
7543,999.0,1.1,4.864,5191.0,0.0,1.0,0.0,1.0,0.0,False
12915,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
312,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
15372,999.0,1.4,4.957,5228.1,0.0,1.0,0.0,0.0,0.0,
36398,999.0,-2.9,1.262,5076.2,0.0,1.0,0.0,0.0,0.0,
13347,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
21900,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
30763,999.0,-1.8,1.344,5099.1,2.0,0.0,0.0,0.0,0.0,
39137,999.0,-1.8,0.655,5008.7,0.0,1.0,0.0,0.0,1.0,
23765,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
30154,999.0,-1.8,1.365,5099.1,0.0,1.0,0.0,0.0,0.0,
18262,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
10452,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,1.0,0.0,False
21612,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
6753,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
11755,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,False
17117,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
39898,999.0,-1.7,0.732,4991.6,0.0,1.0,0.0,1.0,0.0,
41008,999.0,-1.1,1.025,4963.6,0.0,1.0,0.0,0.0,0.0,
24361,999.0,-0.1,4.191,5195.8,0.0,1.0,0.0,0.0,0.0,
27126,999.0,-0.1,4.021,5195.8,0.0,1.0,0.0,0.0,0.0,
16106,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
35485,999.0,-1.8,1.244,5099.1,0.0,1.0,0.0,0.0,0.0,
5311,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
33745,999.0,-1.8,1.281,5099.1,0.0,1.0,0.0,0.0,0.0,
2891,999.0,1.1,4.859,5191.0,0.0,1.0,0.0,1.0,0.0,False
34370,999.0,-1.8,1.266,5099.1,0.0,1.0,0.0,0.0,0.0,
4795,999.0,1.1,4.8580000000000005,5191.0,0.0,1.0,0.0,1.0,0.0,False
19563,999.0,1.4,4.968,5228.1,0.0,1.0,0.0,0.0,0.0,
13596,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
18962,999.0,1.4,4.97,5228.1,0.0,1.0,0.0,0.0,0.0,
655,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
39245,999.0,-1.8,0.65,5008.7,0.0,1.0,0.0,0.0,1.0,
32870,999.0,-1.8,1.2990000000000002,5099.1,0.0,1.0,0.0,0.0,0.0,
3616,999.0,1.1,4.859,5191.0,0.0,1.0,0.0,1.0,0.0,False
23275,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
14126,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
12274,999.0,1.4,4.966,5228.1,0.0,1.0,0.0,1.0,0.0,
453,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
35780,999.0,-1.8,1.244,5099.1,0.0,1.0,0.0,0.0,0.0,
25533,999.0,-0.1,4.12,5195.8,0.0,1.0,0.0,0.0,0.0,
24587,999.0,-0.1,4.191,5195.8,0.0,1.0,0.0,0.0,0.0,
3365,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
21291,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
5519,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
4316,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
8945,999.0,1.4,4.8660000000000005,5228.1,0.0,1.0,0.0,1.0,0.0,True
14602,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,1.0,
4632,999.0,1.1,4.8580000000000005,5191.0,0.0,1.0,0.0,1.0,0.0,False
13681,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
34123,999.0,-1.8,1.281,5099.1,0.0,1.0,0.0,0.0,0.0,
35292,999.0,-1.8,1.25,5099.1,2.0,0.0,0.0,0.0,0.0,
39375,999.0,-1.8,0.635,5008.7,1.0,0.0,0.0,1.0,1.0,
17159,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
24767,999.0,-0.1,4.1530000000000005,5195.8,1.0,0.0,0.0,0.0,0.0,
21163,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
35419,999.0,-1.8,1.244,5099.1,0.0,1.0,0.0,1.0,0.0,
21129,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
24284,999.0,-0.1,4.191,5195.8,0.0,1.0,0.0,1.0,0.0,
8563,999.0,1.4,4.864,5228.1,0.0,1.0,0.0,1.0,0.0,False
21167,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
40178,999.0,-1.7,0.861,4991.6,0.0,1.0,0.0,0.0,1.0,
14783,999.0,1.4,4.957,5228.1,0.0,1.0,0.0,0.0,0.0,
15492,999.0,1.4,4.957,5228.1,0.0,1.0,0.0,0.0,0.0,
8346,999.0,1.4,4.864,5228.1,0.0,1.0,0.0,1.0,0.0,False
29528,999.0,-1.8,1.405,5099.1,0.0,1.0,0.0,0.0,0.0,
12316,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,
37141,999.0,-2.9,0.884,5076.2,0.0,1.0,0.0,0.0,1.0,
5101,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
29175,999.0,-1.8,1.405,5099.1,0.0,1.0,0.0,0.0,0.0,
23260,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
31194,999.0,-1.8,1.334,5099.1,0.0,1.0,0.0,0.0,0.0,
4710,999.0,1.1,4.8580000000000005,5191.0,0.0,1.0,0.0,1.0,0.0,False
1127,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
31005,999.0,-1.8,1.344,5099.1,1.0,0.0,0.0,0.0,0.0,
4736,999.0,1.1,4.8580000000000005,5191.0,0.0,1.0,0.0,1.0,0.0,False
24404,999.0,-0.1,4.191,5195.8,0.0,1.0,0.0,0.0,0.0,
5346,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
17897,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,
31512,999.0,-1.8,1.334,5099.1,0.0,1.0,0.0,1.0,0.0,
8442,999.0,1.4,4.864,5228.1,0.0,1.0,0.0,1.0,0.0,False
5937,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
40905,999.0,-1.1,0.977,4963.6,0.0,1.0,0.0,0.0,0.0,
17974,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
15937,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,0.0,0.0,
13917,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
444,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
25837,999.0,-0.1,4.12,5195.8,0.0,1.0,0.0,0.0,0.0,
34259,999.0,-1.8,1.266,5099.1,0.0,1.0,0.0,0.0,0.0,
8875,999.0,1.4,4.8660000000000005,5228.1,0.0,1.0,0.0,1.0,0.0,False
34899,999.0,-1.8,1.25,5099.1,0.0,1.0,0.0,0.0,0.0,
32372,999.0,-1.8,1.3130000000000002,5099.1,0.0,1.0,0.0,0.0,0.0,
4043,999.0,1.1,4.8580000000000005,5191.0,0.0,1.0,0.0,1.0,0.0,False
18471,999.0,1.4,4.968,5228.1,0.0,1.0,0.0,0.0,0.0,
11028,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,1.0,0.0,False
30966,999.0,-1.8,1.344,5099.1,1.0,0.0,0.0,0.0,0.0,
2494,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
33456,999.0,-1.8,1.291,5099.1,1.0,0.0,0.0,0.0,0.0,
16363,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
6953,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
8791,999.0,1.4,4.8660000000000005,5228.1,0.0,1.0,0.0,1.0,0.0,False
5474,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
12603,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,1.0,0.0,
32675,999.0,-1.8,1.2990000000000002,5099.1,1.0,0.0,0.0,0.0,0.0,
18820,999.0,1.4,4.968,5228.1,0.0,1.0,0.0,0.0,0.0,
27839,999.0,-1.8,1.629,5099.1,0.0,1.0,0.0,1.0,0.0,
22514,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
21393,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
29923,999.0,-1.8,1.405,5099.1,0.0,1.0,0.0,0.0,0.0,
23864,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
26232,999.0,-0.1,4.0760000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
15927,999.0,1.4,4.96,5228.1,0.0,1.0,0.0,0.0,0.0,
38466,999.0,-3.4,0.73,5017.5,0.0,1.0,0.0,0.0,0.0,
4402,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
7426,999.0,1.1,4.864,5191.0,0.0,1.0,0.0,1.0,0.0,False
17874,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
34158,999.0,-1.8,1.281,5099.1,0.0,1.0,0.0,0.0,0.0,
23211,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
8571,999.0,1.4,4.864,5228.1,0.0,1.0,0.0,1.0,0.0,False
30792,999.0,-1.8,1.344,5099.1,1.0,0.0,0.0,0.0,0.0,
6414,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
32652,999.0,-1.8,1.2990000000000002,5099.1,1.0,0.0,0.0,0.0,0.0,
5958,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
26687,999.0,-0.1,4.0760000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
33711,999.0,-1.8,1.281,5099.1,0.0,1.0,0.0,0.0,0.0,
3615,999.0,1.1,4.859,5191.0,0.0,1.0,0.0,1.0,0.0,False
23735,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
21830,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
40838,999.0,-1.1,0.879,4963.6,0.0,1.0,0.0,0.0,1.0,
7850,999.0,1.4,4.865,5228.1,0.0,1.0,0.0,1.0,0.0,False
16136,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
33050,999.0,-1.8,1.2990000000000002,5099.1,0.0,1.0,0.0,1.0,0.0,
16524,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
14658,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
33850,999.0,-1.8,1.281,5099.1,0.0,1.0,0.0,0.0,1.0,
22962,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
40738,6.0,-1.1,0.8759999999999999,4963.6,1.0,0.0,1.0,1.0,1.0,
12834,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
2951,999.0,1.1,4.859,5191.0,0.0,1.0,0.0,1.0,0.0,False
4006,999.0,1.1,4.8580000000000005,5191.0,0.0,1.0,0.0,1.0,0.0,False
11849,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,False
13973,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
37741,999.0,-2.9,0.8490000000000001,5076.2,1.0,0.0,0.0,0.0,0.0,
18214,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
8517,999.0,1.4,4.864,5228.1,0.0,1.0,0.0,1.0,0.0,False
21168,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
39082,999.0,-3.0,0.708,5023.5,0.0,1.0,0.0,0.0,1.0,
18548,999.0,1.4,4.968,5228.1,0.0,1.0,0.0,0.0,0.0,
35287,999.0,-1.8,1.25,5099.1,0.0,1.0,0.0,1.0,0.0,
17903,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
4516,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
5922,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
34720,999.0,-1.8,1.266,5099.1,0.0,1.0,0.0,0.0,0.0,
37821,999.0,-2.9,0.8340000000000001,5076.2,0.0,1.0,0.0,0.0,0.0,
30931,999.0,-1.8,1.344,5099.1,0.0,1.0,0.0,0.0,0.0,
15238,999.0,1.4,4.958,5228.1,0.0,1.0,0.0,0.0,0.0,
1245,999.0,1.1,4.855,5191.0,0.0,1.0,0.0,1.0,0.0,False
35377,999.0,-1.8,1.25,5099.1,0.0,1.0,0.0,0.0,1.0,
40095,999.0,-1.7,0.8270000000000001,4991.6,2.0,0.0,0.0,0.0,0.0,
32096,999.0,-1.8,1.3130000000000002,5099.1,0.0,1.0,0.0,0.0,0.0,
14129,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
6224,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
29746,999.0,-1.8,1.405,5099.1,0.0,1.0,0.0,0.0,0.0,
20532,999.0,1.4,4.966,5228.1,0.0,1.0,0.0,1.0,0.0,
36647,999.0,-2.9,1.26,5076.2,0.0,1.0,0.0,0.0,0.0,
35578,999.0,-1.8,1.244,5099.1,0.0,1.0,0.0,0.0,0.0,
37280,999.0,-2.9,0.884,5076.2,2.0,0.0,0.0,0.0,1.0,
40314,999.0,-1.7,0.8959999999999999,4991.6,0.0,1.0,0.0,0.0,0.0,
7224,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
40962,999.0,-1.1,0.987,4963.6,0.0,1.0,0.0,0.0,0.0,
21510,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
4322,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
3113,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,1.0,False
17254,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
23382,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
34081,999.0,-1.8,1.281,5099.1,0.0,1.0,0.0,0.0,0.0,
27011,999.0,-0.1,4.021,5195.8,0.0,1.0,0.0,0.0,0.0,
14397,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
1535,999.0,1.1,4.855,5191.0,0.0,1.0,0.0,1.0,0.0,False
34813,999.0,-1.8,1.266,5099.1,0.0,1.0,0.0,0.0,0.0,
25237,999.0,-0.1,4.1530000000000005,5195.8,0.0,1.0,0.0,1.0,0.0,
33188,999.0,-1.8,1.291,5099.1,0.0,1.0,0.0,0.0,0.0,
11197,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,False
7911,999.0,1.4,4.865,5228.1,0.0,1.0,0.0,1.0,0.0,False
36332,999.0,-2.9,1.262,5076.2,0.0,1.0,0.0,0.0,0.0,
26007,999.0,-0.1,4.12,5195.8,0.0,1.0,0.0,0.0,0.0,
14883,999.0,1.4,4.957,5228.1,0.0,1.0,0.0,0.0,0.0,
30759,999.0,-1.8,1.344,5099.1,0.0,1.0,0.0,0.0,0.0,
19213,999.0,1.4,4.967,5228.1,0.0,1.0,0.0,0.0,0.0,
3564,999.0,1.1,4.859,5191.0,0.0,1.0,0.0,1.0,1.0,False
4273,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
16430,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,1.0,
1422,999.0,1.1,4.855,5191.0,0.0,1.0,0.0,1.0,0.0,False
3666,999.0,1.1,4.859,5191.0,0.0,1.0,0.0,1.0,0.0,False
773,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
4337,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
3578,999.0,1.1,4.859,5191.0,0.0,1.0,0.0,1.0,0.0,False
15140,999.0,1.4,4.958,5228.1,0.0,1.0,0.0,0.0,0.0,
27595,999.0,-0.1,4.021,5195.8,1.0,0.0,0.0,1.0,0.0,
14112,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
23878,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
37884,6.0,-2.9,0.821,5076.2,2.0,0.0,0.0,0.0,0.0,
27354,999.0,-0.1,4.021,5195.8,0.0,1.0,0.0,0.0,0.0,
27950,999.0,-1.8,1.52,5099.1,0.0,1.0,0.0,0.0,0.0,
21964,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
3194,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,False
4263,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
37991,999.0,-3.4,0.797,5017.5,0.0,1.0,0.0,0.0,0.0,
39033,999.0,-3.0,0.715,5023.5,1.0,0.0,0.0,0.0,0.0,
18536,999.0,1.4,4.968,5228.1,0.0,1.0,0.0,0.0,0.0,
28950,999.0,-1.8,1.405,5099.1,1.0,0.0,0.0,0.0,0.0,
19130,999.0,1.4,4.968,5228.1,0.0,1.0,0.0,0.0,1.0,
412,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
29562,999.0,-1.8,1.405,5099.1,0.0,1.0,0.0,0.0,1.0,
23197,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
24247,999.0,-0.1,4.191,5195.8,0.0,1.0,0.0,0.0,0.0,
37025,999.0,-2.9,1.044,5076.2,0.0,1.0,0.0,0.0,0.0,
37590,4.0,-2.9,0.8690000000000001,5076.2,2.0,0.0,1.0,1.0,0.0,
24892,999.0,-0.1,4.1530000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
31803,999.0,-1.8,1.327,5099.1,1.0,0.0,0.0,0.0,0.0,
18725,999.0,1.4,4.968,5228.1,0.0,1.0,0.0,0.0,0.0,
34946,999.0,-1.8,1.25,5099.1,0.0,1.0,0.0,0.0,0.0,
10550,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,False
11630,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,False
10093,999.0,1.4,4.958,5228.1,0.0,1.0,0.0,1.0,0.0,False
21009,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
38793,999.0,-3.4,0.7140000000000001,5017.5,0.0,1.0,0.0,0.0,1.0,
11730,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,False
16126,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
22165,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
40048,13.0,-1.7,0.797,4991.6,2.0,0.0,1.0,0.0,1.0,
28526,999.0,-1.8,1.423,5099.1,0.0,1.0,0.0,0.0,0.0,
17468,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
39758,999.0,-1.8,0.6990000000000001,5008.7,3.0,0.0,0.0,0.0,0.0,
38678,999.0,-3.4,0.716,5017.5,0.0,1.0,0.0,0.0,0.0,
22497,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,1.0,
7912,999.0,1.4,4.865,5228.1,0.0,1.0,0.0,1.0,0.0,True
16033,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,0.0,0.0,
37036,999.0,-2.9,1.044,5076.2,0.0,1.0,0.0,1.0,1.0,
22513,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
5678,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
23001,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
13351,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
12913,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
7256,999.0,1.1,4.86,5191.0,0.0,1.0,0.0,1.0,0.0,True
38728,999.0,-3.4,0.715,5017.5,0.0,1.0,0.0,0.0,1.0,
16401,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
9671,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,False
35276,999.0,-1.8,1.25,5099.1,1.0,0.0,0.0,0.0,0.0,
28570,999.0,-1.8,1.415,5099.1,0.0,1.0,0.0,0.0,0.0,
24304,999.0,-0.1,4.191,5195.8,0.0,1.0,0.0,1.0,0.0,
4867,999.0,1.1,4.8580000000000005,5191.0,0.0,1.0,0.0,1.0,0.0,False
10739,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,False
18274,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
34716,999.0,-1.8,1.266,5099.1,0.0,1.0,0.0,0.0,0.0,
14503,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,
26426,999.0,-0.1,4.0760000000000005,5195.8,0.0,1.0,0.0,0.0,0.0,
37586,999.0,-2.9,0.8690000000000001,5076.2,0.0,1.0,0.0,0.0,0.0,
8036,999.0,1.4,4.865,5228.1,0.0,1.0,0.0,1.0,0.0,False
31026,999.0,-1.8,1.344,5099.1,0.0,1.0,0.0,0.0,0.0,
39491,6.0,-1.8,0.644,5008.7,1.0,0.0,1.0,0.0,1.0,
21298,999.0,1.4,4.963,5228.1,0.0,1.0,0.0,0.0,0.0,
39920,999.0,-1.7,0.7390000000000001,4991.6,3.0,0.0,0.0,0.0,0.0,
10907,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,1.0,1.0,False
21054,999.0,1.4,4.964,5228.1,0.0,1.0,0.0,0.0,0.0,
29495,999.0,-1.8,1.405,5099.1,0.0,1.0,0.0,0.0,0.0,
4554,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
27089,999.0,-0.1,4.021,5195.8,0.0,1.0,0.0,0.0,0.0,
8179,999.0,1.4,4.864,5228.1,0.0,1.0,0.0,1.0,0.0,False
26050,999.0,-0.1,4.12,5195.8,0.0,1.0,0.0,0.0,1.0,
19395,999.0,1.4,4.967,5228.1,0.0,1.0,0.0,0.0,0.0,
9843,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,True
9798,999.0,1.4,4.959,5228.1,0.0,1.0,0.0,1.0,0.0,False
16819,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
39957,999.0,-1.7,0.754,4991.6,0.0,1.0,0.0,0.0,1.0,
2695,999.0,1.1,4.859,5191.0,0.0,1.0,0.0,1.0,0.0,False
37055,999.0,-2.9,1.029,5076.2,0.0,1.0,0.0,0.0,0.0,
23498,999.0,1.4,4.962,5228.1,0.0,1.0,0.0,0.0,0.0,
23088,999.0,1.4,4.965,5228.1,0.0,1.0,0.0,0.0,0.0,
41181,999.0,-1.1,1.028,4963.6,0.0,1.0,0.0,0.0,1.0,
39481,7.0,-1.8,0.642,5008.7,1.0,0.0,1.0,0.0,1.0,
5032,999.0,1.1,4.8580000000000005,5191.0,0.0,1.0,0.0,1.0,0.0,False
31990,999.0,-1.8,1.327,5099.1,1.0,0.0,0.0,0.0,0.0,
11122,999.0,1.4,4.961,5228.1,0.0,1.0,0.0,1.0,0.0,False
34243,999.0,-1.8,1.266,5099.1,0.0,1.0,0.0,1.0,0.0,
8675,999.0,1.4,4.864,5228.1,0.0,1.0,0.0,1.0,0.0,False
5662,999.0,1.1,4.857,5191.0,0.0,1.0,0.0,1.0,0.0,False
28057,999.0,-1.8,1.479,5099.1,0.0,1.0,0.0,0.0,0.0,
36721,999.0,-2.9,1.268,5076.2,0.0,1.0,0.0,0.0,1.0,
4624,999.0,1.1,4.856,5191.0,0.0,1.0,0.0,1.0,0.0,False
